pack_id,admission_checkpoint,selected_records_count,pack_bytes,status,snapshot,provenance,limitation
1,0,12,867,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1454,73,46,78823,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1455,73,33,82591,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1456,73,50,64094,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1457,73,49,52459,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1458,73,75,61614,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1459,73,47,77053,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1460,73,55,71366,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1461,73,46,68208,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1462,73,63,71057,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1463,73,57,111987,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1464,73,75,55728,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1465,73,82,65395,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1466,73,82,74992,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1467,73,63,60810,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1468,73,81,66291,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1469,73,78,57048,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1470,73,84,53828,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1471,73,93,41688,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1472,73,65,72915,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1473,73,132,71497,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1474,73,218,91747,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1475,73,200,92802,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1476,73,166,83009,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1477,73,203,94313,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
